rms,wordrate,freq,bottomup,topdown
0.0,0.0,0.0,0.0,0.0
0.00159557415892,0.00115915736224,0.0075657367577,0.00222863086557,0.00415151721107
0.0318916491505,0.0937830685271,0.64686840266,0.176012933349,0.25469723753
0.0870008360291,0.328313225185,2.33857353259,0.624197178734,0.739757073908
0.121853366581,0.511193895074,3.67569927589,0.865431811501,1.01766264216
0.13530293245,0.553130097035,3.67635538149,0.861127854974,1.0243980936
0.121851948035,0.471508345264,2.84597651377,0.892769039117,0.872959689585
0.117219391562,0.426234591368,2.30808463102,0.883681277695,0.805232946779
0.118772745831,0.409141347524,2.13710332924,0.885200789853,0.753471503255
0.095269385009,0.403911040786,2.51368755118,0.97721258504,0.800823012621
0.0788105055506,0.389092718889,2.77431773273,0.934402906405,0.835316456386
0.0962890907654,0.369804833753,2.28393585028,0.752484359125,0.777447427499
0.115263298446,0.362744764935,1.76471040015,0.721419055193,0.689330521811
0.130198361871,0.41757111073,2.30341452611,0.905412518927,0.872491722254
0.126646548103,0.515213634038,3.38054397188,1.11004034032,1.10132640332
0.102272874365,0.537650104026,3.61952219797,1.26587741144,1.09790403935
0.103624671899,0.558845101246,4.0091652601,1.24525986629,1.14673906099
0.123447286156,0.589259147191,4.39758452621,1.2342716699,1.16514356622
0.132488363301,0.580438220371,4.16381755713,1.16798196632,1.13254361734
0.125818955045,0.556996255541,3.72062985703,1.11623226697,1.08795263783
0.117559128671,0.509931704431,3.25712620712,1.13760313534,1.01492448712
0.097524295761,0.444505358242,2.98665244693,1.04705065678,0.976465152303
0.0930256579559,0.394400700225,2.76981731773,0.853643614451,0.911054507707
0.107319025394,0.455732357576,3.15126006859,0.914288789433,0.957038506284
0.104660802965,0.535617622182,3.58979174857,1.20325600465,1.14017095737
0.11027913382,0.541451529212,3.61848401633,1.222128766,1.21912626036
0.112073032361,0.491270678993,3.27588332535,1.20008659863,1.08166835734
0.10595722573,0.476878889943,3.26423460077,1.16383100349,1.00244097432
0.115938365062,0.48510026718,2.98108065017,1.02767702386,0.979769785913
0.114309093869,0.434567315947,2.10785907901,0.901644992922,0.861046141667
0.129734360787,0.429852721035,2.19409203517,0.841765134722,0.877514994326
0.137769896774,0.489183743904,2.71215330258,0.857734216643,0.922934700594
0.125155991211,0.520355976423,3.14859020211,1.01971806768,1.00749961895
0.104614432695,0.509284137689,3.37137285631,1.17857443567,1.12793522128
0.100333527815,0.463670865554,3.06513616631,1.15247597929,1.12006170716
0.0997814577132,0.414278766139,2.78734586753,0.994848033968,0.97475850448
0.125710348645,0.397987447436,2.68604900937,0.806994779916,0.933902664747
0.142110925727,0.436104648644,2.47316767589,0.744211043291,1.00872455861
0.1405915595,0.456243404638,2.24196594939,0.795397770247,0.919527727922
0.155021272194,0.426677512294,2.08938795939,0.705331965262,0.780249561928
0.153745761137,0.372336148279,1.67369200115,0.657966603572,0.587960964839
0.131208919658,0.325687453881,1.44774737204,0.821687305723,0.497155712213
0.122934520608,0.347544144684,2.16634660142,0.863002838833,0.686422533841
0.11159655817,0.382945560937,2.62615169816,0.899646184761,0.782490894115
0.113286463887,0.447136043856,3.03681644462,0.956464897887,0.938535005091
0.139907281805,0.555425641075,3.74801807585,0.964694936659,1.10417626444
0.145905177815,0.582751496572,3.84890260713,1.05798621763,1.02734949886
0.141111499023,0.504424633983,3.13357607084,1.02956633228,0.935238286973
0.131124511533,0.463141051282,2.89061728437,0.971664552302,0.961001427469
0.133683066005,0.48274632544,3.14082528677,0.97363681378,1.06850638433
0.131236305954,0.519483510534,3.609776342,1.12332486139,1.12401903354
0.119253041899,0.499012094626,3.72846738362,1.12934652609,1.0686909546
0.121066353985,0.487850719135,3.67685588164,1.00921282402,1.06661253059
0.129675196365,0.479862018947,3.44919251331,1.01049237781,1.07224070692
0.138873807581,0.524515440565,3.75153422417,1.03960640848,1.10256586386
0.122810969296,0.58221568818,4.3203959833,1.23874221897,1.24006490142
0.102808716695,0.591552862798,4.4278442808,1.33372852697,1.35130866626
0.103690639588,0.545074391483,3.70087741658,1.19893311689,1.24733757802
0.114805615204,0.518274322662,3.33890192531,1.15384745521,1.12918376257
0.113610794303,0.524675072398,3.6962440097,1.24305829165,1.16799517686
0.12047704581,0.510393137672,3.90597607688,1.15892635979,1.23484214209
0.135389160903,0.474029647719,3.67651343303,0.942779172581,1.19592478694
0.125436585127,0.421448097471,3.2229540919,0.960190903927,1.06183860769
0.108682305697,0.397137089561,3.01071534619,0.970719057742,0.891990462587
0.0980157800647,0.44146575649,3.10156643595,1.09243588336,0.87375759737
0.102456696454,0.505423489755,3.11194480744,1.2148159601,1.04071728582
0.107887208154,0.495820878913,2.93688282454,1.20622310281,1.10276386416
0.130567742053,0.505485584122,3.3470602782,1.127234261,1.23681618007
0.139524663644,0.500233380225,3.47332710747,1.16364751971,1.15489379385
0.149636702659,0.520653729063,3.63767030649,1.11155706976,1.04822677312
0.160077269163,0.543914622917,3.87934664782,1.16082925337,1.00970829876
0.153535197626,0.59093761282,4.5211837205,1.30176170221,1.22949677219
0.135451617613,0.583373672608,4.56187948872,1.36775556191,1.28885284343
0.114082733063,0.494169228488,3.68172144753,1.2761255377,1.08015993979
0.0966988224382,0.418081216324,2.99650987085,1.0763375452,0.861924355101
0.104043284393,0.455959707254,3.19785558739,0.949075011822,0.993018902667
0.114097949248,0.490843526267,2.81182702553,0.913561085159,1.03498826483
