"bottomup","f0","freq","rms","mwe","wordrate"
0.0,0.0,0.0,0.0,0.0,0.0
0.006434901362426592,1.265541580063171,0.029647610024159905,0.0006796771323061038,0.0,0.003606249038251695
0.15481661963759796,39.75374077847742,0.73294280928195,0.023282869206110886,0.0,0.09948454219455176
0.38617386330394254,122.9797716179319,1.7688861606927564,0.06190635514645912,0.0,0.26680938758109873
0.41536889438047553,194.78909041510704,1.8519793616263658,0.08210876003360404,0.0,0.3150876763987399
0.32835348120831864,227.9395762981517,1.4988068819736342,0.09290044705472286,0.0,0.2779180659078354
0.37311208631035575,234.10076568928542,1.303026825484048,0.09022841170039314,0.0,0.23572116868765794
0.6774446126269024,234.7006156523199,1.7020076529858446,0.07661254516718706,0.0,0.28075912180491025
1.0514247153393148,218.8800879293454,2.6424701116860305,0.06685841222647956,0.0,0.40946340428553685
1.1986997703503959,211.66242248286912,3.3072044347543987,0.060092570161989795,0.0,0.4800810249288999
1.1847888990862598,210.86825323695678,3.557458752339869,0.06597289023718272,0.0,0.5117971857788336
1.0494229014098886,210.34483907334968,3.4617595330506763,0.08666491482095763,0.0,0.5313206564043604
0.845916316394345,207.32438517763364,2.9130018762173187,0.10031546917348265,0.0,0.4957823813024214
0.8981820499350188,198.15488441490862,2.087831976911924,0.0875323365068192,0.0,0.4210830706736097
1.0065353313921195,187.53006879878706,1.8429996566397433,0.069427569469842,0.0,0.379974706097269
1.1523261063620407,184.23318557638805,2.743017176921768,0.06038300808927372,0.0,0.4815946877776851
1.2793435080645685,186.5739741547738,3.582294740131485,0.06097324462182298,0.0,0.5557494462955002
1.1149642051431936,194.02042519753365,3.5036208589576248,0.06065661278167141,0.0,0.5240436498511308
1.1357000436319904,207.64269909221701,3.7010599214561246,0.06563333041543298,0.0,0.5246786503088503
1.304520845486326,219.87235691418329,3.864852038497401,0.07848896371470315,0.0,0.5078005602669291
1.164623148677137,229.63139252703198,3.8924540187529186,0.09143830889960652,0.0,0.49763299183822235
1.1397206701784839,227.14415841035338,3.6953201025925626,0.09428946998532095,0.0,0.5032110328918191
1.162461412395928,220.58756637742385,3.2920444953045442,0.08028563060972924,0.0,0.48431563680531964
1.1778122275154872,213.56371886330663,3.513691343205079,0.07660637607330055,0.0,0.505254300755638
1.2148328641365436,204.5706134680787,4.314625734870736,0.08416085708471799,0.0,0.5868557349211261
1.1858796003095753,191.6471094998763,4.37616493548123,0.08546482261236064,0.0,0.592488243014026
1.1884171060727338,179.5632502574964,3.5911952072913316,0.07780526994321849,0.0,0.4913009528576158
1.129939982761441,185.62660463101878,3.5140362447255575,0.07362841522056317,0.0,0.4793014920791625
1.0869433738165604,200.9433431817011,3.6444050289996692,0.08127661134661443,0.0,0.5037678740052767
0.9707327920950509,199.38205221173425,3.30939229149221,0.09170270182493448,0.0,0.5081684444363859
0.9235202042442342,196.79682947070796,2.3672259452390527,0.09660899968915114,0.0,0.4440065617500993
0.919878408279645,195.2917269679332,2.135385082509233,0.09505432178922332,0.0,0.40377190940552277
1.034863569188374,187.5235702593946,2.4526079621450205,0.08818267440086315,0.0,0.4188137104777637
1.1340910802265889,178.9652324350679,2.9838606322297134,0.0865730732916909,0.0,0.48534831755550967
1.3598538605253716,164.71148214755874,3.5109785347521747,0.07565654443848513,0.0,0.5464330911587941
1.4959167453176474,157.21756043052676,4.037404686320903,0.07699388879702158,0.0,0.5687174812096394
1.3185081955437032,167.7891696652405,3.970959103877247,0.07416841552600262,0.0,0.5085133595273659
1.029056428980181,178.35297980162386,3.2780584651548392,0.06776915380313385,0.0,0.4351591014086064
0.8563887653662743,199.21351691388185,2.7016533536032945,0.07287529261927354,0.0,0.39817317406025365
0.8893727250936023,217.17107425848195,2.709529596780569,0.08279588905344584,0.0,0.40196975881444663
0.9778544236483704,209.23871479343427,2.8357331170009514,0.08013013476855202,0.0,0.41230586097299976
1.1797713182578367,187.63539266834078,3.470274248319751,0.08129344845252967,0.0,0.49027129217534193
1.264444724498055,177.68605423189865,3.870889038699991,0.09654369013127914,0.0,0.5450836744645278
1.193990879744147,177.62658506117498,3.4711647288356478,0.10760440321161574,0.0,0.5166312722648173
1.284601163988489,182.16617327043429,3.1606459930863267,0.09875265458272829,0.0,0.5107627004074788
1.32465589034498,191.50650417991844,3.0858167884775947,0.0776900489625324,0.0,0.5039915919418418
