line	tmin	tier	text	tmax
84	28.486900	TokensAlign	about	28.736900
85	28.736900	TokensAlign	the	28.854372
86	28.854372	TokensAlign	adventures	29.387381
87	29.387381	TokensAlign	of	29.474285
88	29.474285	TokensAlign	the	29.586900
89	29.586900	TokensAlign	jungle	30.101100
90	30.101100	TokensAlign	#	30.295500
91	30.295500	TokensAlign	and	30.547531
92	30.547531	TokensAlign	in	30.734243
93	30.734243	TokensAlign	turn	31.393568
94	31.393568	TokensAlign	i	31.600500
95	31.600500	TokensAlign	managed	32.130500
96	32.130500	TokensAlign	with	32.230500
97	32.230500	TokensAlign	a	32.286282
98	32.286282	TokensAlign	coloured	32.600500
99	32.600500	TokensAlign	pencil	33.124600
100	33.124600	TokensAlign	#	33.398900
101	33.398900	TokensAlign	to	33.523900
102	33.523900	TokensAlign	make	33.763900
103	33.763900	TokensAlign	my	34.033900
104	34.033900	TokensAlign	first	34.413900
105	34.413900	TokensAlign	drawing	34.823600
106	34.823600	TokensAlign	#	35.257600
107	35.257600	TokensAlign	my	35.463054
108	35.463054	TokensAlign	drawing	35.875818
109	35.875818	TokensAlign	number	36.362600
110	36.362600	TokensAlign	one	36.647400
111	36.647400	TokensAlign	#	37.186100
112	37.186100	TokensAlign	it	37.311100
113	37.311100	TokensAlign	looked	37.631100
114	37.631100	TokensAlign	like	37.891100
115	37.891100	TokensAlign	this	38.325600
116	38.325600	TokensAlign	#	39.607600
117	39.607600	TokensAlign	i	39.790912
118	39.790912	TokensAlign	showed	40.102600
119	40.102600	TokensAlign	my	40.272600
120	40.272600	TokensAlign	masterpiece	40.942600
121	40.942600	TokensAlign	to	41.052600
122	41.052600	TokensAlign	the	41.112600
123	41.112600	TokensAlign	grownups	41.934157
124	41.934157	TokensAlign	and	42.082600
125	42.082600	TokensAlign	i	42.242930
126	42.242930	TokensAlign	asked	42.612600
127	42.612600	TokensAlign	them	42.728792
128	42.728792	TokensAlign	if	42.837771
129	42.837771	TokensAlign	my	43.023943
130	43.023943	TokensAlign	drawing	43.346338
131	43.346338	TokensAlign	frightened	43.792600
132	43.792600	TokensAlign	them	44.010900
133	44.010900	TokensAlign	#	44.390000
134	44.390000	TokensAlign	they	44.589122
135	44.589122	TokensAlign	answered	44.945000
136	44.945000	TokensAlign	me	45.180000
137	45.180000	TokensAlign	#	45.738700
138	45.738700	TokensAlign	why	45.909514
139	45.909514	TokensAlign	would	46.212918
140	46.212918	TokensAlign	anyone	46.673700
141	46.673700	TokensAlign	be	46.810016
142	46.810016	TokensAlign	frightened	47.293700
143	47.293700	TokensAlign	by	47.443700
144	47.443700	TokensAlign	a	47.557603
145	47.557603	TokensAlign	hat	48.092400
146	48.092400	TokensAlign	#	49.130100
147	49.130100	TokensAlign	my	49.315100
148	49.315100	TokensAlign	drawing	49.665100
149	49.665100	TokensAlign	was	49.828873
150	49.828873	TokensAlign	not	50.035100
151	50.035100	TokensAlign	of	50.145100
152	50.145100	TokensAlign	a	50.242810
153	50.242810	TokensAlign	hat	50.644800
154	50.644800	TokensAlign	#	51.108700
155	51.108700	TokensAlign	it	51.502850
156	51.502850	TokensAlign	showed	51.753700
157	51.753700	TokensAlign	a	51.813700
158	51.813700	TokensAlign	boa	52.193700
159	52.193700	TokensAlign	constrictor	52.853700
160	52.853700	TokensAlign	digesting	53.554552
161	53.554552	TokensAlign	an	53.667282
162	53.667282	TokensAlign	elephant	54.232100
163	54.232100	TokensAlign	#	55.085100
164	55.085100	TokensAlign	i	55.582778
165	55.582778	TokensAlign	then	55.887451
166	55.887451	TokensAlign	drew	56.100100
167	56.100100	TokensAlign	the	56.254090
168	56.254090	TokensAlign	inside	56.780100
169	56.780100	TokensAlign	of	56.870100
170	56.870100	TokensAlign	the	56.950100
171	56.950100	TokensAlign	boa	57.240100
172	57.240100	TokensAlign	constrictor	58.120100
173	58.120100	TokensAlign	so	58.370100
174	58.370100	TokensAlign	that	58.510100
175	58.510100	TokensAlign	the	58.600100
176	58.600100	TokensAlign	grownups	59.170100
177	59.170100	TokensAlign	could	59.320100
178	59.320100	TokensAlign	understand	60.092700
179	60.092700	TokensAlign	#	60.611600
180	60.611600	TokensAlign	they	60.736600
181	60.736600	TokensAlign	always	61.166600
182	61.166600	TokensAlign	need	61.336600
183	61.336600	TokensAlign	to	61.426600
184	61.426600	TokensAlign	have	61.691662
185	61.691662	TokensAlign	things	61.986600
186	61.986600	TokensAlign	explained	62.675900
187	62.675900	TokensAlign	#	63.593800
188	63.593800	TokensAlign	my	63.803266
189	63.803266	TokensAlign	drawing	64.151662
190	64.151662	TokensAlign	number	64.512325
191	64.512325	TokensAlign	two	64.953953
192	64.953953	TokensAlign	looked	65.278800
193	65.278800	TokensAlign	like	65.548800
194	65.548800	TokensAlign	this	65.973000
195	65.973000	TokensAlign	#	67.140300
196	67.140300	TokensAlign	the	67.205300
197	67.205300	TokensAlign	grownups	67.794068
198	67.794068	TokensAlign	advised	68.201034
199	68.201034	TokensAlign	me	68.285300
200	68.285300	TokensAlign	to	68.449442
201	68.449442	TokensAlign	leave	68.734847
202	68.734847	TokensAlign	aside	69.245300
203	69.245300	TokensAlign	drawings	69.760190
204	69.760190	TokensAlign	of	69.825300
205	69.825300	TokensAlign	boa	70.185300
206	70.185300	TokensAlign	constrictors	71.012799
207	71.012799	TokensAlign	open	71.340486
208	71.340486	TokensAlign	or	71.455300
209	71.455300	TokensAlign	closed	72.355300
210	72.355300	TokensAlign	and	72.515300
211	72.515300	TokensAlign	to	72.595300
212	72.595300	TokensAlign	apply	72.965300
213	72.965300	TokensAlign	myself	73.515300
214	73.515300	TokensAlign	instead	74.175300
215	74.175300	TokensAlign	to	74.355300
216	74.355300	TokensAlign	geography	75.245300
217	75.245300	TokensAlign	history	75.815300
218	75.815300	TokensAlign	arithmetic	76.775300
219	76.775300	TokensAlign	and	76.925300
220	76.925300	TokensAlign	grammar	77.391000
221	77.391000	TokensAlign	#	78.254000
222	78.254000	TokensAlign	thus	78.839000
223	78.839000	TokensAlign	i	79.029000
224	79.029000	TokensAlign	abandoned	79.609000
225	79.609000	TokensAlign	at	79.709000
226	79.709000	TokensAlign	the	79.843422
227	79.843422	TokensAlign	age	80.117309
228	80.117309	TokensAlign	of	80.189000
229	80.189000	TokensAlign	six	80.999000
230	80.999000	TokensAlign	a	81.096199
231	81.096199	TokensAlign	magnificent	82.069000
232	82.069000	TokensAlign	career	82.529000
233	82.529000	TokensAlign	as	82.639000
234	82.639000	TokensAlign	a	82.714158
235	82.714158	TokensAlign	painter	83.172500
236	83.172500	TokensAlign	#	83.716200
237	83.716200	TokensAlign	i	83.859401
238	83.859401	TokensAlign	was	84.021200
239	84.021200	TokensAlign	discouraged	84.791200
240	84.791200	TokensAlign	by	84.961200
241	84.961200	TokensAlign	the	85.045440
242	85.045440	TokensAlign	failure	85.531200
243	85.531200	TokensAlign	of	85.646030
244	85.646030	TokensAlign	my	85.817627
245	85.817627	TokensAlign	drawing	86.261200
246	86.261200	TokensAlign	number	86.610002
247	86.610002	TokensAlign	one	87.003666
248	87.003666	TokensAlign	and	87.201200
249	87.201200	TokensAlign	of	87.321200
250	87.321200	TokensAlign	my	87.533598
251	87.533598	TokensAlign	drawing	87.912122
252	87.912122	TokensAlign	number	88.191200
253	88.191200	TokensAlign	two	88.610400
254	88.610400	TokensAlign	#	89.054400
255	89.054400	TokensAlign	grownups	89.746122
256	89.746122	TokensAlign	never	90.069400
257	90.069400	TokensAlign	understand	90.686019
258	90.686019	TokensAlign	anything	91.049400
259	91.049400	TokensAlign	by	91.259400
260	91.259400	TokensAlign	themselves	92.309400
261	92.309400	TokensAlign	and	92.439400
262	92.439400	TokensAlign	it	92.549400
263	92.549400	TokensAlign	s	92.669400
264	92.669400	TokensAlign	tiresome	93.359400
265	93.359400	TokensAlign	for	93.499400
266	93.499400	TokensAlign	children	93.979400
267	93.979400	TokensAlign	to	94.119400
268	94.119400	TokensAlign	always	94.509400
269	94.509400	TokensAlign	explain	95.263966
270	95.263966	TokensAlign	things	95.679400
271	95.679400	TokensAlign	for	95.889400
272	95.889400	TokensAlign	them	96.025607
273	96.025607	TokensAlign	again	96.309400
274	96.309400	TokensAlign	and	96.459400
275	96.459400	TokensAlign	again	96.911800
276	96.911800	TokensAlign	#	97.465400
277	97.465400	TokensAlign	so	97.850400
278	97.850400	TokensAlign	i	97.980400
279	97.980400	TokensAlign	had	98.200400
280	98.200400	TokensAlign	to	98.350400
281	98.350400	TokensAlign	choose	98.668022
282	98.668022	TokensAlign	another	98.940400
283	98.940400	TokensAlign	profession	99.804598
284	99.804598	TokensAlign	and	99.940400
285	99.940400	TokensAlign	i	100.070605
286	100.070605	TokensAlign	learned	100.330400
287	100.330400	TokensAlign	to	100.400400
288	100.400400	TokensAlign	fly	100.700400
289	100.700400	TokensAlign	airplanes	101.373900
290	101.373900	TokensAlign	#	102.266800
291	102.266800	TokensAlign	i	102.401800
292	102.401800	TokensAlign	flew	102.762783
293	102.762783	TokensAlign	a	102.898482
294	102.898482	TokensAlign	little	103.229588
295	103.229588	TokensAlign	in	103.403282
296	103.403282	TokensAlign	many	103.681800
297	103.681800	TokensAlign	places	104.191800
298	104.191800	TokensAlign	around	104.516014
299	104.516014	TokensAlign	the	104.640857
300	104.640857	TokensAlign	world	105.331800
301	105.331800	TokensAlign	and	105.521800
302	105.521800	TokensAlign	geography	106.071800
303	106.071800	TokensAlign	it	106.191800
304	106.191800	TokensAlign	s	106.291800
305	106.291800	TokensAlign	true	106.594922
306	106.594922	TokensAlign	has	106.751800
307	106.751800	TokensAlign	served	107.081800
308	107.081800	TokensAlign	me	107.221800
309	107.221800	TokensAlign	well	107.530500
310	107.530500	TokensAlign	#	108.174000
311	108.174000	TokensAlign	i	108.308321
312	108.308321	TokensAlign	could	108.499000
313	108.499000	TokensAlign	recognize	109.158880
314	109.158880	TokensAlign	at	109.259000
315	109.259000	TokensAlign	first	109.779000
316	109.779000	TokensAlign	glance	110.299000
317	110.299000	TokensAlign	china	110.769000
318	110.769000	TokensAlign	from	110.951004
319	110.951004	TokensAlign	arizona	111.568300
320	111.568300	TokensAlign	#	111.892500
321	111.892500	TokensAlign	it	112.004970
322	112.004970	TokensAlign	s	112.067500
323	112.067500	TokensAlign	very	112.427500
324	112.427500	TokensAlign	useful	112.837500
325	112.837500	TokensAlign	if	112.987072
326	112.987072	TokensAlign	you	113.047500
327	113.047500	TokensAlign	get	113.214741
328	113.214741	TokensAlign	lost	113.557500
329	113.557500	TokensAlign	at	113.657500
330	113.657500	TokensAlign	night	114.057000
331	114.057000	TokensAlign	#	114.725400
332	114.725400	TokensAlign	i	115.190400
333	115.190400	TokensAlign	have	115.419370
334	115.419370	TokensAlign	had	115.640400
335	115.640400	TokensAlign	during	115.980400
336	115.980400	TokensAlign	my	116.163001
337	116.163001	TokensAlign	life	116.813678
338	116.813678	TokensAlign	a	116.999585
339	116.999585	TokensAlign	lot	117.226806
340	117.226806	TokensAlign	of	117.335252
341	117.335252	TokensAlign	contact	117.940400
342	117.940400	TokensAlign	with	118.070400
343	118.070400	TokensAlign	many	118.440400
344	118.440400	TokensAlign	persons	118.894811
345	118.894811	TokensAlign	of	118.982600
346	118.982600	TokensAlign	consequence	119.733200
347	119.733200	TokensAlign	#	120.152300
348	120.152300	TokensAlign	i	120.473519
349	120.473519	TokensAlign	have	120.640469
350	120.640469	TokensAlign	lived	121.040052
351	121.040052	TokensAlign	a	121.100263
352	121.100263	TokensAlign	lot	121.627300
353	121.627300	TokensAlign	amongst	122.057300
354	122.057300	TokensAlign	the	122.117300
355	122.117300	TokensAlign	grownups	122.806300
356	122.806300	TokensAlign	#	123.190400
357	123.190400	TokensAlign	i	123.264221
358	123.264221	TokensAlign	have	123.355400
359	123.355400	TokensAlign	seen	123.665400
360	123.665400	TokensAlign	them	123.895400
361	123.895400	TokensAlign	from	124.085400
362	124.085400	TokensAlign	close	124.462106
363	124.462106	TokensAlign	up	124.670200
364	124.670200	TokensAlign	#	125.363500
365	125.363500	TokensAlign	it	125.488500
366	125.488500	TokensAlign	hasnt	125.858500
367	125.858500	TokensAlign	much	126.150037
368	126.150037	TokensAlign	improved	126.598500
369	126.598500	TokensAlign	my	126.758500
370	126.758500	TokensAlign	opinion	127.174505
371	127.174505	TokensAlign	of	127.318500
372	127.318500	TokensAlign	them	127.527900
373	127.527900	TokensAlign	#	128.361000
374	128.361000	TokensAlign	whenever	129.116000
375	129.116000	TokensAlign	i	129.277192
376	129.277192	TokensAlign	met	129.656000
377	129.656000	TokensAlign	one	129.852462
378	129.852462	TokensAlign	 of	129.946000
379	129.946000	TokensAlign	them	130.146000
380	130.146000	TokensAlign	that	130.326000
381	130.326000	TokensAlign	seemed	130.736000
382	130.736000	TokensAlign	a	130.796000
383	130.796000	TokensAlign	bit	131.126000
384	131.126000	TokensAlign	more	131.456000
385	131.456000	TokensAlign	clear	131.776924
386	131.776924	TokensAlign	sighted	132.374400
387	132.374400	TokensAlign	#	132.748500
388	132.748500	TokensAlign	i	132.897690
389	132.897690	TokensAlign	tried	133.183500
390	133.183500	TokensAlign	the	133.293500
391	133.293500	TokensAlign	experiment	133.953500
392	133.953500	TokensAlign	of	134.013500
393	134.013500	TokensAlign	showing	134.403500
394	134.403500	TokensAlign	them	134.573500
395	134.573500	TokensAlign	my	134.777114
396	134.777114	TokensAlign	drawing	135.153500
397	135.153500	TokensAlign	number	135.471590
398	135.471590	TokensAlign	one	135.823500
399	135.823500	TokensAlign	that	135.949042
400	135.949042	TokensAlign	i	136.053500
401	136.053500	TokensAlign	ve	136.148704
402	136.148704	TokensAlign	always	136.523500
403	136.523500	TokensAlign	kept	136.957600
404	136.957600	TokensAlign	#	137.526300
405	137.526300	TokensAlign	i	137.663202
406	137.663202	TokensAlign	wanted	137.991300
407	137.991300	TokensAlign	to	138.116617
408	138.116617	TokensAlign	know	138.321300
409	138.321300	TokensAlign	if	138.441300
410	138.441300	TokensAlign	they	138.540246
411	138.540246	TokensAlign	were	138.689178
412	138.689178	TokensAlign	really	139.135973
413	139.135973	TokensAlign	a	139.201300
414	139.201300	TokensAlign	person	139.621300
415	139.621300	TokensAlign	of	139.721300
416	139.721300	TokensAlign	true	139.983231
417	139.983231	TokensAlign	understanding	140.735700
418	140.735700	TokensAlign	#	141.444000
419	141.444000	TokensAlign	but	141.579000
420	141.579000	TokensAlign	they	141.707013
421	141.707013	TokensAlign	always	142.159000
422	142.159000	TokensAlign	responded	142.873600
423	142.873600	TokensAlign	#	143.322500
424	143.322500	TokensAlign	it	143.487500
425	143.487500	TokensAlign	s	143.564919
426	143.564919	TokensAlign	a	143.628787
427	143.628787	TokensAlign	hat	144.087200
428	144.087200	TokensAlign	#	145.044900
429	145.044900	TokensAlign	so	145.219900
430	145.219900	TokensAlign	i	145.363487
431	145.363487	TokensAlign	would	145.509900
432	145.509900	TokensAlign	never	145.840966
433	145.840966	TokensAlign	speak	146.189900
434	146.189900	TokensAlign	to	146.309900
435	146.309900	TokensAlign	them	146.469900
436	146.469900	TokensAlign	of	146.659900
437	146.659900	TokensAlign	boa	146.929900
438	146.929900	TokensAlign	constrictors	147.935905
439	147.935905	TokensAlign	nor	148.149900
440	148.149900	TokensAlign	of	148.269900
441	148.269900	TokensAlign	primeval	148.949900
442	148.949900	TokensAlign	forests	149.786135
443	149.786135	TokensAlign	nor	149.999900
444	149.999900	TokensAlign	of	150.089900
445	150.089900	TokensAlign	the	150.197961
446	150.197961	TokensAlign	stars	150.832800
447	150.832800	TokensAlign	#	151.531100
448	151.531100	TokensAlign	i	151.626089
449	151.626089	TokensAlign	put	151.846100
450	151.846100	TokensAlign	myself	152.283228
451	152.283228	TokensAlign	at	152.416100
452	152.416100	TokensAlign	their	152.643240
453	152.643240	TokensAlign	level	153.055700
454	153.055700	TokensAlign	#	153.439800
455	153.439800	TokensAlign	i	153.835026
456	153.835026	TokensAlign	talked	154.124800
457	154.124800	TokensAlign	to	154.224800
458	154.224800	TokensAlign	them	154.379944
459	154.379944	TokensAlign	about	154.708067
460	154.708067	TokensAlign	bridge	155.333800
461	155.333800	TokensAlign	#	155.573100
462	155.573100	TokensAlign	golf	156.028100
463	156.028100	TokensAlign	#	156.282400
464	156.282400	TokensAlign	politics	156.957400
465	156.957400	TokensAlign	and	157.199163
466	157.199163	TokensAlign	neckties	157.891800
467	157.891800	TokensAlign	#	158.570200
468	158.570200	TokensAlign	and	158.675200
469	158.675200	TokensAlign	the	158.756300
470	158.756300	TokensAlign	grownup	159.335200
471	159.335200	TokensAlign	was	159.615200
472	159.615200	TokensAlign	glad	160.045200
473	160.045200	TokensAlign	to	160.175200
474	160.175200	TokensAlign	know	160.450538
475	160.450538	TokensAlign	such	160.675200
476	160.675200	TokensAlign	a	160.738045
477	160.738045	TokensAlign	sensible	161.485200
478	161.485200	TokensAlign	man	161.889300
479	161.889300	TokensAlign	#	162.000000
480	163.000000	TokensAlign	#	163.260500
481	163.260500	TokensAlign	so	163.425500
482	163.425500	TokensAlign	i	163.605500
483	163.605500	TokensAlign	lived	163.895500
484	163.895500	TokensAlign	alone	164.485500
485	164.485500	TokensAlign	without	164.925500
486	164.925500	TokensAlign	anyone	165.355500
487	165.355500	TokensAlign	i	165.465500
488	165.465500	TokensAlign	could	165.695500
489	165.695500	TokensAlign	really	166.025500
490	166.025500	TokensAlign	talk	166.375500
491	166.375500	TokensAlign	to	166.629400
492	166.629400	TokensAlign	#	167.038400
493	167.038400	TokensAlign	until	167.273400
494	167.273400	TokensAlign	a	167.373400
495	167.373400	TokensAlign	breakdown	168.033400
496	168.033400	TokensAlign	in	168.113400
497	168.113400	TokensAlign	the	168.193400
498	168.193400	TokensAlign	sahara	168.683400
499	168.683400	TokensAlign	desert	169.163400
500	169.163400	TokensAlign	six	169.463400
501	169.463400	TokensAlign	years	169.713400
502	169.713400	TokensAlign	ago	170.017400
503	170.017400	TokensAlign	#	170.855500
504	170.855500	TokensAlign	something	171.230500
505	171.230500	TokensAlign	had	171.410500
506	171.410500	TokensAlign	broken	171.820500
507	171.820500	TokensAlign	in	171.910500
508	171.910500	TokensAlign	my	172.080500
509	172.080500	TokensAlign	engine	172.580000
510	172.580000	TokensAlign	#	173.028900
511	173.028900	TokensAlign	and	173.203900
512	173.203900	TokensAlign	as	173.343900
513	173.343900	TokensAlign	i	173.483900
514	173.483900	TokensAlign	had	173.763900
515	173.763900	TokensAlign	with	173.943900
516	173.943900	TokensAlign	me	174.113900
517	174.113900	TokensAlign	neither	174.513900
518	174.513900	TokensAlign	a	174.543900
519	174.543900	TokensAlign	mechanic	175.203900
520	175.203900	TokensAlign	nor	175.423900
521	175.423900	TokensAlign	any	175.643900
522	175.643900	TokensAlign	passengers	176.433300
523	176.433300	TokensAlign	#	176.787400
524	176.787400	TokensAlign	i	176.942400
525	176.942400	TokensAlign	readied	177.322400
526	177.322400	TokensAlign	myself	177.802400
527	177.802400	TokensAlign	to	177.912400
528	177.912400	TokensAlign	try	178.262400
529	178.262400	TokensAlign	and	178.412400
530	178.412400	TokensAlign	carry	178.952400
531	178.952400	TokensAlign	out	179.302400
532	179.302400	TokensAlign	all	179.442400
533	179.442400	TokensAlign	alone	179.992400
534	179.992400	TokensAlign	the	180.082400
535	180.082400	TokensAlign	difficult	180.622400
536	180.622400	TokensAlign	repairs	181.220700
537	181.220700	TokensAlign	#	182.038700
538	182.038700	TokensAlign	for	182.123700
539	182.123700	TokensAlign	me	182.263700
540	182.263700	TokensAlign	it	182.523700
541	182.523700	TokensAlign	was	182.663700
542	182.663700	TokensAlign	a	182.703700
543	182.703700	TokensAlign	matter	183.053700
544	183.053700	TokensAlign	of	183.163700
545	183.163700	TokensAlign	life	183.443700
546	183.443700	TokensAlign	or	183.563700
547	183.563700	TokensAlign	death	183.798300
548	183.798300	TokensAlign	#	184.611400
549	184.611400	TokensAlign	i	184.656400
550	184.656400	TokensAlign	had	184.846400
551	184.846400	TokensAlign	hardly	185.276400
552	185.276400	TokensAlign	enough	185.626400
553	185.626400	TokensAlign	water	185.886400
554	185.886400	TokensAlign	to	186.006400
555	186.006400	TokensAlign	drink	186.376400
556	186.376400	TokensAlign	for	186.526400
557	186.526400	TokensAlign	a	186.586400
558	186.586400	TokensAlign	week	187.000400
559	187.000400	TokensAlign	#	188.147700
560	188.147700	TokensAlign	the	188.242700
561	188.242700	TokensAlign	first	188.622700
562	188.622700	TokensAlign	night	188.892700
563	188.892700	TokensAlign	i	188.992700
564	188.992700	TokensAlign	went	189.212700
565	189.212700	TokensAlign	to	189.272700
566	189.272700	TokensAlign	sleep	189.592700
567	189.592700	TokensAlign	on	189.712700
568	189.712700	TokensAlign	the	189.782700
569	189.782700	TokensAlign	sand	190.332400
570	190.332400	TokensAlign	#	190.531800
571	190.531800	TokensAlign	a	190.586800
572	190.586800	TokensAlign	thousand	191.156800
573	191.156800	TokensAlign	miles	191.606800
574	191.606800	TokensAlign	from	191.766800
575	191.766800	TokensAlign	any	192.056800
576	192.056800	TokensAlign	human	192.416800
577	192.416800	TokensAlign	habitation	193.171300
578	193.171300	TokensAlign	#	193.620200
579	193.620200	TokensAlign	i	194.015200
580	194.015200	TokensAlign	was	194.185200
581	194.185200	TokensAlign	more	194.445200
582	194.445200	TokensAlign	isolated	195.145200
583	195.145200	TokensAlign	than	195.275200
584	195.275200	TokensAlign	a	195.345200
585	195.345200	TokensAlign	shipwrecked	195.985200
586	195.985200	TokensAlign	sailor	196.285200
587	196.285200	TokensAlign	on	196.525200
588	196.525200	TokensAlign	a	196.565200
589	196.565200	TokensAlign	raft	197.085200
590	197.085200	TokensAlign	in	197.175200
591	197.175200	TokensAlign	the	197.255200
592	197.255200	TokensAlign	middle	197.495200
593	197.495200	TokensAlign	of	197.595200
594	197.595200	TokensAlign	the	197.785200
595	197.785200	TokensAlign	ocean	198.163900
596	198.163900	TokensAlign	#	198.772400
597	198.772400	TokensAlign	so	198.917400
598	198.917400	TokensAlign	you	199.067400
599	199.067400	TokensAlign	can	199.237400
600	199.237400	TokensAlign	imagine	199.677400
601	199.677400	TokensAlign	my	199.817400
602	199.817400	TokensAlign	surprise	200.662100
603	200.662100	TokensAlign	#	200.926400
604	200.926400	TokensAlign	when	201.091400
605	201.091400	TokensAlign	at	201.211400
606	201.211400	TokensAlign	daybreak	202.201400
607	202.201400	TokensAlign	a	202.251400
608	202.251400	TokensAlign	funny	202.611400
609	202.611400	TokensAlign	little	202.941400
610	202.941400	TokensAlign	voice	203.461400
611	203.461400	TokensAlign	woke	203.681400
612	203.681400	TokensAlign	me	203.801400
613	203.801400	TokensAlign	up	203.984700
614	203.984700	TokensAlign	#	204.757900
615	204.757900	TokensAlign	it	204.932900
616	204.932900	TokensAlign	said	205.247800
617	205.247800	TokensAlign	#	205.936200
618	205.936200	TokensAlign	please	206.466200
619	206.466200	TokensAlign	#	207.019900
620	207.019900	TokensAlign	draw	207.194900
621	207.194900	TokensAlign	me	207.324900
622	207.324900	TokensAlign	a	207.404900
623	207.404900	TokensAlign	sheep	208.064500
624	208.064500	TokensAlign	#	208.623200
625	208.623200	TokensAlign	what	209.028100
626	209.028100	TokensAlign	#	209.901000
627	209.901000	TokensAlign	draw	210.056000
628	210.056000	TokensAlign	me	210.246000
629	210.246000	TokensAlign	a	210.286000
630	210.286000	TokensAlign	sheep	210.980700
631	210.980700	TokensAlign	#	212.008200
632	212.008200	TokensAlign	i	212.123200
633	212.123200	TokensAlign	jumped	212.473200
634	212.473200	TokensAlign	to	212.553200
635	212.553200	TokensAlign	my	212.753200
636	212.753200	TokensAlign	feet	213.033200
637	213.033200	TokensAlign	as	213.143200
638	213.143200	TokensAlign	if	213.273200
639	213.273200	TokensAlign	i	213.373200
640	213.373200	TokensAlign	d	213.453200
641	213.453200	TokensAlign	been	213.583200
642	213.583200	TokensAlign	struck	213.993200
643	213.993200	TokensAlign	by	214.183200
644	214.183200	TokensAlign	lightning	214.702400
645	214.702400	TokensAlign	#	215.036600
646	215.036600	TokensAlign	i	215.121600
647	215.121600	TokensAlign	rubbed	215.431600
648	215.431600	TokensAlign	my	215.641600
649	215.641600	TokensAlign	eyes	216.081400
650	216.081400	TokensAlign	#	216.660000
