onset,amplitude
0.1303,0.004047294482489999
0.5752,-0.06821871826039999
1.0894,0.077611174497
1.1694,0.00836845868425
1.4194,-0.0260467869986
1.8741,0.0284696514427
2.7574,0.004047294482489999
3.2023,-0.06821871826039999
3.6018,0.077611174497
3.7118,0.00836845868425
4.2115,-0.0912481199735
5.2197,0.00303579383054
5.3797,0.0345934282109
5.4297,0.028741045862
5.9397,-0.0912481199735
6.0397,0.009470370796700002
6.4797,-0.0417212875583
6.9597,0.029591918267099997
7.0897,0.04241591046709999
7.2197,0.027220770013000002
7.3697,0.007557211271600001
7.9797,0.0642151760118
8.1197,-0.0526319107515
8.6097,-0.06119557737819999
9.1583,-0.028475120918299998
9.6673,-0.0190105120268
9.8273,-0.0243830287048
10.1673,-0.028333372123599997
10.4173,0.0691235611725
10.6573,0.0314184663748
10.7273,0.028741045862
11.5073,-0.05623695276000001
11.5973,-0.03533858478
11.7173,-0.0190105120268
11.8673,-0.0523403555985
12.2073,-0.004958961787220001
12.5073,0.0350929430006
12.5773,0.00836845868425
12.8873,-0.023027141880099997
12.9773,-0.0526319107515
13.2573,0.012110944719400002
13.7006,0.039461998263500005
14.7086,0.0410594680669
14.7486,-0.0511588609908
15.0086,-0.0190105120268
15.3886,-0.10263882488500001
15.9286,0.0130472759179
16.5377,0.028090083677500002
16.6377,0.00836845868425
16.8477,-0.0260467869986
17.3226,0.0284696514427
17.9914,0.0607025775739
18.0314,0.0
18.0914,0.028741045862
18.2814,-0.0056853637666399994
18.5814,-0.015448173620700001
18.9812,0.0787913678642
19.4505,0.077611174497
19.5405,0.00836845868425
20.3905,-0.0912481199735
20.9505,-0.00644658068682
21.0605,0.00775020789255
21.3005,0.0166217842908
22.2388,-0.08709645848230001
22.718000000000004,-0.0190105120268
23.028000000000002,0.0618517718798
23.418000000000003,0.09087433442250001
23.638,-0.010782196192600001
24.058000000000003,-0.00424492659371
24.218000000000004,0.08980529162489999
24.5421,-0.05623695276000001
25.7099,-0.03533858478
25.8999,0.0471045374588
25.9899,-0.013174480821799998
26.1599,0.009438917047709999
26.3599,-0.013174480821799998
26.5699,-0.0272697263018
26.6599,0.00836845868425
26.9999,0.09087433442250001
27.2599,-0.010782196192600001
27.7439,-0.00424492659371
28.5374,-0.0190105120268
28.6674,0.011888754242399999
28.7874,-0.013174480821799998
