��line,tmin,tier,text,tmax
747,229.8876,TokensAlign,can,230.0276
748,230.0276,TokensAlign,put,230.1976
749,230.1976,TokensAlign,them,230.3176
750,230.3176,TokensAlign,in,230.3976
751,230.3976,TokensAlign,the,230.4676
752,230.4676,TokensAlign,bank,230.8723
754,231.7603,TokensAlign,what,231.8553
755,231.8553,TokensAlign,does,231.9953
756,231.9953,TokensAlign,that,232.2153
757,232.2153,TokensAlign,mean,232.52
759,233.6326,TokensAlign,that,233.8576
760,233.8576,TokensAlign,means,234.1876
761,234.1876,TokensAlign,that,234.3376
762,234.3376,TokensAlign,i,234.4276
763,234.4276,TokensAlign,write,234.7176
764,234.7176,TokensAlign,the,234.7976
765,234.7976,TokensAlign,number,235.1576
766,235.1576,TokensAlign,of,235.2376
767,235.2376,TokensAlign,my,235.4076
768,235.4076,TokensAlign,stars,235.8176
769,235.8176,TokensAlign,on,235.9076
770,235.9076,TokensAlign,a,235.9576
771,235.9576,TokensAlign,little,236.1876
772,236.1876,TokensAlign,paper,236.6471
774,236.9763,TokensAlign,and,237.1413
775,237.1413,TokensAlign,then,237.2313
776,237.2313,TokensAlign,i,237.3513
777,237.3513,TokensAlign,lock,237.6713
778,237.6713,TokensAlign,this,237.8413
779,237.8413,TokensAlign,paper,238.1713
780,238.1713,TokensAlign,in,238.2413
781,238.2413,TokensAlign,a,238.3113
782,238.3113,TokensAlign,drawer,238.6859
784,239.5389,TokensAlign,and,239.7139
785,239.7139,TokensAlign,that,239.8739
786,239.8739,TokensAlign,s,239.9639
787,239.9639,TokensAlign,all,240.2637
789,240.7526,TokensAlign,that,240.8776
790,240.8776,TokensAlign,s,240.9076
791,240.9076,TokensAlign,enough,241.3626
793,242.3153,TokensAlign,that,242.5103
794,242.5103,TokensAlign,s,242.6303
795,242.6303,TokensAlign,funny,243.005
797,243.2744,TokensAlign,thought,243.4794
798,243.4794,TokensAlign,the,243.5594
799,243.5594,TokensAlign,little,243.7794
800,243.7794,TokensAlign,prince,244.2491
802,244.8278,TokensAlign,it,244.9528
803,244.9528,TokensAlign,s,245.0228
804,245.0228,TokensAlign,rather,245.3328
805,245.3328,TokensAlign,poetic,246.3428
806,246.3428,TokensAlign,but,246.4328
807,246.4328,TokensAlign,but,246.5228
808,246.5228,TokensAlign,it,246.6428
809,246.6428,TokensAlign,s,246.6828
810,246.6828,TokensAlign,of,246.8028
811,246.8028,TokensAlign,no,246.9928
812,246.9928,TokensAlign,great,247.2828
813,247.2828,TokensAlign,consequence,248.1353
815,249.1879,TokensAlign,on,249.3829
816,249.3829,TokensAlign,matters,249.7929
817,249.7929,TokensAlign,of,249.8729
818,249.8729,TokensAlign,consequence,250.6729
819,250.6729,TokensAlign,the,250.7429
820,250.7429,TokensAlign,little,251.0129
821,251.0129,TokensAlign,prince,251.4129
822,251.4129,TokensAlign,had,251.6329
823,251.6329,TokensAlign,ideas,252.2129
824,252.2129,TokensAlign,which,252.4029
825,252.4029,TokensAlign,were,252.4929
826,252.4929,TokensAlign,very,252.9229
827,252.9229,TokensAlign,different,253.4829
828,253.4829,TokensAlign,from,253.6329
829,253.6329,TokensAlign,those,253.9229
830,253.9229,TokensAlign,of,254.0029
831,254.0029,TokensAlign,the,254.0829
832,254.0829,TokensAlign,grownups,254.6911
834,255.6339,TokensAlign,i,255.8089
835,255.8089,TokensAlign,myself,256.6089
837,256.6689,TokensAlign,he,256.8289
838,256.8289,TokensAlign,continued,257.6529
840,257.9122,TokensAlign,own,258.1372
841,258.1372,TokensAlign,a,258.2172
842,258.2172,TokensAlign,flower,258.7672
843,258.7672,TokensAlign,that,258.9572
844,258.9572,TokensAlign,i,259.0272
845,259.0272,TokensAlign,water,259.5172
846,259.5172,TokensAlign,every,259.7772
847,259.7772,TokensAlign,day,260.1269
849,260.6107,TokensAlign,i,260.7757
850,260.7757,TokensAlign,own,260.9357
851,260.9357,TokensAlign,three,261.2057
852,261.2057,TokensAlign,volcanoes,261.9057
853,261.9057,TokensAlign,that,262.0657
854,262.0657,TokensAlign,i,262.1657
855,262.1657,TokensAlign,sweep,262.5257
856,262.5257,TokensAlign,out,262.7457
857,262.7457,TokensAlign,every,263.0457
858,263.0457,TokensAlign,week,263.3851
860,263.6096,TokensAlign,as,263.7946
861,263.7946,TokensAlign,i,263.9446
862,263.9446,TokensAlign,also,264.3146
863,264.3146,TokensAlign,sweep,264.6546
864,264.6546,TokensAlign,out,264.8446
865,264.8446,TokensAlign,the,264.9446
866,264.9446,TokensAlign,one,265.1246
867,265.1246,TokensAlign,that,265.2946
868,265.2946,TokensAlign,s,265.3346
869,265.3346,TokensAlign,extinct,265.9038
871,266.4276,TokensAlign,you,266.5126
872,266.5126,TokensAlign,never,266.7326
873,266.7326,TokensAlign,know,267.0825
875,267.6262,TokensAlign,it,267.7812
876,267.7812,TokensAlign,s,267.8512
877,267.8512,TokensAlign,of,267.9312
878,267.9312,TokensAlign,some,268.2412
879,268.2412,TokensAlign,use,268.6112
880,268.6112,TokensAlign,to,268.7512
881,268.7512,TokensAlign,my,268.8912
882,268.8912,TokensAlign,volcanoes,269.6812
883,269.6812,TokensAlign,and,269.7812
884,269.7812,TokensAlign,it,270.0512
885,270.0512,TokensAlign,s,270.1212
886,270.1212,TokensAlign,of,270.2112
887,270.2112,TokensAlign,some,270.5612
888,270.5612,TokensAlign,use,270.7912
889,270.7912,TokensAlign,to,270.9112
890,270.9112,TokensAlign,my,271.0512
891,271.0512,TokensAlign,flower,271.5412
892,271.5412,TokensAlign,that,271.7212
893,271.7212,TokensAlign,i,271.8712
894,271.8712,TokensAlign,own,272.1312
895,272.1312,TokensAlign,them,272.3554
897,272.9539,TokensAlign,but,273.1089
898,273.1089,TokensAlign,you,273.2389
899,273.2389,TokensAlign,re,273.3089
900,273.3089,TokensAlign,of,273.4189
901,273.4189,TokensAlign,no,273.5889
902,273.5889,TokensAlign,use,273.9089
903,273.9089,TokensAlign,to,274.0189
904,274.0189,TokensAlign,the,274.0889
905,274.0889,TokensAlign,stars,274.8237
907,276.0958,TokensAlign,the,276.1608
908,276.1608,TokensAlign,businessman,276.7708
909,276.7708,TokensAlign,opened,277.1508
910,277.1508,TokensAlign,his,277.3408
911,277.3408,TokensAlign,mouth,277.6153
913,277.8596,TokensAlign,but,277.9546
914,277.9546,TokensAlign,he,278.0546
915,278.0546,TokensAlign,found,278.3846
916,278.3846,TokensAlign,nothing,278.7446
917,278.7446,TokensAlign,to,278.8446
918,278.8446,TokensAlign,say,279.0246
919,279.0246,TokensAlign,in,279.1646
920,279.1646,TokensAlign,response,279.7294
922,280.1584,TokensAlign,and,280.3034
923,280.3034,TokensAlign,the,280.3834
924,280.3834,TokensAlign,little,280.6134
925,280.6134,TokensAlign,prince,281.0834
926,281.0834,TokensAlign,went,281.3334
927,281.3334,TokensAlign,away,281.6631
929,282.6707,TokensAlign,the,282.7357
930,282.7357,TokensAlign,grownups,283.4057
931,283.4057,TokensAlign,are,283.4757
932,283.4757,TokensAlign,certainly,284.2857
933,284.2857,TokensAlign,altogether,285.0457
934,285.0457,TokensAlign,extraordinary,285.9591
936,286.1535,TokensAlign,he,286.2285
937,286.2285,TokensAlign,said,286.4685
938,286.4685,TokensAlign,to,286.5685
939,286.5685,TokensAlign,himself,287.0385
940,287.0385,TokensAlign,as,287.1685
941,287.1685,TokensAlign,he,287.2685
942,287.2685,TokensAlign,continued,287.8285
943,287.8285,TokensAlign,on,287.9685
944,287.9685,TokensAlign,the,288.0485
945,288.0485,TokensAlign,journey,288.4681
948,290.0303,TokensAlign,the,290.1353
949,290.1353,TokensAlign,fifth,290.4453
950,290.4453,TokensAlign,planet,290.8253
951,290.8253,TokensAlign,was,290.9853
952,290.9853,TokensAlign,very,291.2553
953,291.2553,TokensAlign,strange,291.9198
955,292.4386,TokensAlign,it,292.5836
956,292.5836,TokensAlign,was,292.7536
957,292.7536,TokensAlign,the,292.8236
958,292.8236,TokensAlign,smallest,293.4336
959,293.4336,TokensAlign,of,293.5336
960,293.5336,TokensAlign,them,293.7136
961,293.7136,TokensAlign,all,294.0034
963,294.3974,TokensAlign,there,294.8124
964,294.8124,TokensAlign,was,295.0024
965,295.0024,TokensAlign,just,295.3624
966,295.3624,TokensAlign,enough,295.6824
967,295.6824,TokensAlign,room,295.9524
968,295.9524,TokensAlign,on,296.1024
969,296.1024,TokensAlign,it,296.2724
970,296.2724,TokensAlign,to,296.4124
971,296.4124,TokensAlign,accommodate,297.0124
972,297.0124,TokensAlign,a,297.0524
973,297.0524,TokensAlign,street,297.4924
974,297.4924,TokensAlign,lamp,297.9924
975,297.9924,TokensAlign,and,298.1724
976,298.1724,TokensAlign,a,298.2024
977,298.2024,TokensAlign,lamplighter,298.9351
979,299.7831,TokensAlign,the,299.8481
980,299.8481,TokensAlign,little,300.0981
981,300.0981,TokensAlign,prince,300.4681
982,300.4681,TokensAlign,couldn,300.7681
983,300.7681,TokensAlign,t,300.8081
984,300.8081,TokensAlign,work,301.1281
985,301.1281,TokensAlign,out,301.3381
986,301.3381,TokensAlign,the,301.4281
987,301.4281,TokensAlign,purpose,301.9481
988,301.9481,TokensAlign,of,302.0381
989,302.0381,TokensAlign,having,302.3481
990,302.3481,TokensAlign,a,302.4281
991,302.4281,TokensAlign,street,302.8781
992,302.8781,TokensAlign,lamp,303.2181
993,303.2181,TokensAlign,and,303.3381
994,303.3381,TokensAlign,a,303.3681
995,303.3681,TokensAlign,lamplighter,304.0881
996,304.0881,TokensAlign,somewhere,304.4781
997,304.4781,TokensAlign,out,304.6581
998,304.6581,TokensAlign,in,304.7581
999,304.7581,TokensAlign,the,304.8281
1000,304.8281,TokensAlign,skies,305.3714
1002,305.7804,TokensAlign,on,305.8554
1003,305.8554,TokensAlign,a,305.8954
1004,305.8954,TokensAlign,planet,306.2954
1005,306.2954,TokensAlign,without,306.5854
1006,306.5854,TokensAlign,any,306.8054
1007,306.8054,TokensAlign,houses,307.2654
1008,307.2654,TokensAlign,or,307.3654
1009,307.3654,TokensAlign,people,307.7798
1011,308.6427,TokensAlign,he,308.7577
1012,308.7577,TokensAlign,said,308.9877
1013,308.9877,TokensAlign,to,309.1277
1014,309.1277,TokensAlign,himself,309.5877
1015,309.5877,TokensAlign,nevertheless,310.2575
1017,310.9259,TokensAlign,it,311.0609
1018,311.0609,TokensAlign,may,311.3109
1019,311.3109,TokensAlign,well,311.5909
1020,311.5909,TokensAlign,be,311.8609
1021,311.8609,TokensAlign,that,312.0709
1022,312.0709,TokensAlign,this,312.3709
1023,312.3709,TokensAlign,man,312.6009
1024,312.6009,TokensAlign,is,312.7709
1025,312.7709,TokensAlign,absurd,313.3201
1027,313.8937,TokensAlign,but,314.1587
1028,314.1587,TokensAlign,he,314.2887
1029,314.2887,TokensAlign,s,314.3887
1030,314.3887,TokensAlign,less,314.6587
1031,314.6587,TokensAlign,absurd,315.0787
1032,315.0787,TokensAlign,than,315.2087
1033,315.2087,TokensAlign,the,315.2987
1034,315.2987,TokensAlign,king,315.8482
1036,316.0327,TokensAlign,than,316.1677
1037,316.1677,TokensAlign,the,316.2277
1038,316.2277,TokensAlign,conceited,316.8377
1039,316.8377,TokensAlign,man,317.1777
1040,317.1777,TokensAlign,the,317.4477
1041,317.4477,TokensAlign,businessman,318.0977
1042,318.0977,TokensAlign,or,318.2377
1043,318.2377,TokensAlign,the,318.3277
1044,318.3277,TokensAlign,drinker,318.8067
1046,319.3504,TokensAlign,at,319.4954
1047,319.4954,TokensAlign,least,319.8254
1048,319.8254,TokensAlign,his,320.0754
1049,320.0754,TokensAlign,work,320.3354
1050,320.3354,TokensAlign,has,320.4854
1051,320.4854,TokensAlign,some,320.7354
1052,320.7354,TokensAlign,meaning,321.195
1054,321.6439,TokensAlign,when,321.7389
1055,321.7389,TokensAlign,he,321.8789
1056,321.8789,TokensAlign,lights,322.1989
1057,322.1989,TokensAlign,his,322.4389
1058,322.4389,TokensAlign,lamp,323.1289
1059,323.1289,TokensAlign,it,323.2389
1060,323.2389,TokensAlign,s,323.2989
1061,323.2989,TokensAlign,as,323.4189
1062,323.4189,TokensAlign,if,323.5689
1063,323.5689,TokensAlign,he,323.6789
1064,323.6789,TokensAlign,s,323.7989
1065,323.7989,TokensAlign,bringing,324.1189
1066,324.1189,TokensAlign,to,324.3189
1067,324.3189,TokensAlign,life,324.5989
1068,324.5989,TokensAlign,one,324.8189
1069,324.8189,TokensAlign,more,325.0989
1070,325.0989,TokensAlign,star,325.3889
1071,325.3889,TokensAlign,or,325.5489
1072,325.5489,TokensAlign,one,326.1089
1073,326.1089,TokensAlign,more,326.3089
1074,326.3089,TokensAlign,flower,326.7771
1076,327.4306,TokensAlign,when,327.5256
1077,327.5256,TokensAlign,he,327.6156
1078,327.6156,TokensAlign,puts,327.8856
1079,327.8856,TokensAlign,out,328.0856
1080,328.0856,TokensAlign,his,328.3056
1081,328.3056,TokensAlign,lamp,328.6402
1083,328.9744,TokensAlign,he,329.0594
1084,329.0594,TokensAlign,sends,329.4294
1085,329.4294,TokensAlign,the,329.5294
1086,329.5294,TokensAlign,flower,330.0494
1087,330.0494,TokensAlign,or,330.2394
1088,330.2394,TokensAlign,the,330.3294
1089,330.3294,TokensAlign,star,330.6694
1090,330.6694,TokensAlign,to,330.7994
1091,330.7994,TokensAlign,sleep,331.3439
1093,331.6681,TokensAlign,that,331.8131
1094,331.8131,TokensAlign,s,331.8531
1095,331.8531,TokensAlign,a,331.8831
1096,331.8831,TokensAlign,beautiful,332.3731
1097,332.3731,TokensAlign,occupation,333.1124
1099,333.3718,TokensAlign,it,333.6968
1100,333.6968,TokensAlign,serves,334.0168
1101,334.0168,TokensAlign,a,334.0668
1102,334.0668,TokensAlign,real,334.4168
1103,334.4168,TokensAlign,purpose,335.0368
1104,335.0368,TokensAlign,because,335.3068
1105,335.3068,TokensAlign,it,335.4168
1106,335.4168,TokensAlign,s,335.4468
1107,335.4468,TokensAlign,pretty,335.8504
1109,337.2123,TokensAlign,when,337.3573
1110,337.3573,TokensAlign,he,337.5073
1111,337.5073,TokensAlign,arrived,337.9173
1112,337.9173,TokensAlign,on,338.0173
1113,338.0173,TokensAlign,the,338.0873
1114,338.0873,TokensAlign,planet,338.8673
1115,338.8673,TokensAlign,he,339.0173
1116,339.0173,TokensAlign,respectfully,339.6973
1117,339.6973,TokensAlign,saluted,340.2673
1118,340.2673,TokensAlign,the,340.3773
1119,340.3773,TokensAlign,lamplighter,341.0407
1121,341.7141,TokensAlign,good,341.8891
1122,341.8891,TokensAlign,morning,342.2841
1124,342.8079,TokensAlign,why,343.2129
1125,343.2129,TokensAlign,have,343.3629
1126,343.3629,TokensAlign,you,343.4429
1127,343.4429,TokensAlign,just,343.7429
1128,343.7429,TokensAlign,put,343.9229
1129,343.9229,TokensAlign,out,344.1229
1130,344.1229,TokensAlign,your,344.2329
1131,344.2329,TokensAlign,lamp,344.7869
1133,345.3506,TokensAlign,those,345.5956
1134,345.5956,TokensAlign,are,345.6356
1135,345.6356,TokensAlign,the,345.7356
1136,345.7356,TokensAlign,orders,346.2156
1138,346.3356,TokensAlign,replied,346.7056
1139,346.7056,TokensAlign,the,346.8156
1140,346.8156,TokensAlign,lamplighter,347.4947
1142,347.9138,TokensAlign,good,348.0288
1143,348.0288,TokensAlign,morning,348.3838
1145,349.1868,TokensAlign,what,349.3518
1146,349.3518,TokensAlign,are,349.4118
1147,349.4118,TokensAlign,the,349.6318
1148,349.6318,TokensAlign,orders,350.0717
1150,350.5406,TokensAlign,that,350.7756
1151,350.7756,TokensAlign,i,350.8156
1152,350.8156,TokensAlign,put,351.0156
1153,351.0156,TokensAlign,out,351.1656
1154,351.1656,TokensAlign,my,351.3156
1155,351.3156,TokensAlign,lamp,351.7401
1157,351.9396,TokensAlign,good,352.0646
1158,352.0646,TokensAlign,evening,352.4296
1160,352.8286,TokensAlign,and,352.9636
1161,352.9636,TokensAlign,he,353.0236
1162,353.0236,TokensAlign,lit,353.2336
1163,353.2336,TokensAlign,it,353.3236
1164,353.3236,TokensAlign,again,353.6284
1166,354.5513,TokensAlign,but,354.6863
1167,354.6863,TokensAlign,why,354.9463
1168,354.9463,TokensAlign,have,355.1063
1169,355.1063,TokensAlign,you,355.1963
1170,355.1963,TokensAlign,just,355.4963
1171,355.4963,TokensAlign,lit,355.6463
1172,355.6463,TokensAlign,it,355.7763
1173,355.7763,TokensAlign,again,356.1459
1175,356.6946,TokensAlign,those,356.8896
1176,356.8896,TokensAlign,are,356.9396
1177,356.9396,TokensAlign,the,357.0496
1178,357.0496,TokensAlign,orders,357.5096
1180,357.5596,TokensAlign,replied,358.0696
1181,358.0696,TokensAlign,the,358.1296
1182,358.1296,TokensAlign,lamplighter,358.7938
1184,359.567,TokensAlign,i,359.662
1185,359.662,TokensAlign,don,359.872
1186,359.872,TokensAlign,t,359.912
1187,359.912,TokensAlign,understand,360.592
1189,360.732,TokensAlign,said,360.992
1190,360.992,TokensAlign,the,361.052
1191,361.052,TokensAlign,little,361.302
1192,361.302,TokensAlign,prince,361.7962
1194,362.3798,TokensAlign,there,362.5148
1195,362.5148,TokensAlign,s,362.5548
1196,362.5548,TokensAlign,nothing,362.8248
1197,362.8248,TokensAlign,to,362.9748
1198,362.9748,TokensAlign,understand,363.5648
1200,363.7348,TokensAlign,said,363.9548
1201,363.9548,TokensAlign,the,364.0548
1202,364.0548,TokensAlign,lamplighter,364.674
1204,365.073,TokensAlign,orders,365.408
1205,365.408,TokensAlign,are,365.468
1206,365.468,TokensAlign,orders,366.038
1207,366.038,TokensAlign,good,366.128
1208,366.128,TokensAlign,good,366.268
1209,366.268,TokensAlign,morning,366.6425
1211,367.0166,TokensAlign,and,367.1516
1212,367.1516,TokensAlign,he,367.2216
1213,367.2216,TokensAlign,put,367.4116
1214,367.4116,TokensAlign,out,367.6016
1215,367.6016,TokensAlign,his,367.7716
1216,367.7716,TokensAlign,lamp,368.0813
1218,368.6449,TokensAlign,then,369.1699
1219,369.1699,TokensAlign,he,369.3199
1220,369.3199,TokensAlign,sponged,369.7999
1221,369.7999,TokensAlign,his,370.0499
1222,370.0499,TokensAlign,forehead,370.3799
1223,370.3799,TokensAlign,with,370.4999
1224,370.4999,TokensAlign,a,370.5299
1225,370.5299,TokensAlign,handkerchief,371.2299
1226,371.2299,TokensAlign,decorated,371.8999
1227,371.8999,TokensAlign,with,372.0899
1228,372.0899,TokensAlign,red,372.2899
1229,372.2899,TokensAlign,squares,372.8881
1231,373.6813,TokensAlign,i,373.7663
1232,373.7663,TokensAlign,have,373.9063
1233,373.9063,TokensAlign,a,373.9563
1234,373.9563,TokensAlign,terrible,374.3763
1235,374.3763,TokensAlign,profession,374.9462
1237,375.3951,TokensAlign,in,375.5401
1238,375.5401,TokensAlign,the,375.6901
1239,375.6901,TokensAlign,old,375.9901
1240,375.9901,TokensAlign,days,376.3501
1241,376.3501,TokensAlign,it,376.4301
1242,376.4301,TokensAlign,was,376.5801
1243,376.5801,TokensAlign,reasonable,377.1649
1245,377.4243,TokensAlign,i,377.5593
1246,377.5593,TokensAlign,d,377.6093
1247,377.6093,TokensAlign,put,377.8193
1248,377.8193,TokensAlign,the,377.9593
1249,377.9593,TokensAlign,lamp,378.2893
1250,378.2893,TokensAlign,out,378.4193
1251,378.4193,TokensAlign,in,378.5193
1252,378.5193,TokensAlign,the,378.5893
1253,378.5893,TokensAlign,morning,378.9993
1254,378.9993,TokensAlign,and,379.2193
1255,379.2193,TokensAlign,in,379.3293
1256,379.3293,TokensAlign,the,379.4193
1257,379.4193,TokensAlign,evening,379.7893
1258,379.7893,TokensAlign,i,379.9293
1259,379.9293,TokensAlign,d,379.9993
1260,379.9993,TokensAlign,light,380.2693
1261,380.2693,TokensAlign,it,380.4486
1263,380.8776,TokensAlign,i,380.9426
1264,380.9426,TokensAlign,had,381.1426
1265,381.1426,TokensAlign,the,381.2326
1266,381.2326,TokensAlign,rest,381.5226
1267,381.5226,TokensAlign,of,381.5926
1268,381.5926,TokensAlign,the,381.6826
1269,381.6826,TokensAlign,day,381.9126
1270,381.9126,TokensAlign,to,382.0826
1271,382.0826,TokensAlign,rest,382.5023
1273,382.9861,TokensAlign,and,383.0811
1274,383.0811,TokensAlign,the,383.1411
1275,383.1411,TokensAlign,rest,383.3611
1276,383.3611,TokensAlign,of,383.4311
1277,383.4311,TokensAlign,the,383.4911
1278,383.4911,TokensAlign,night,383.7911
1279,383.7911,TokensAlign,to,383.9211
1280,383.9211,TokensAlign,sleep,384.3606
1282,385.2285,TokensAlign,and,385.4235
1283,385.4235,TokensAlign,since,385.8235
1284,385.8235,TokensAlign,then,386.0135
1285,386.0135,TokensAlign,have,386.2335
1286,386.2335,TokensAlign,the,386.3435
1287,386.3435,TokensAlign,orders,386.7135
1288,386.7135,TokensAlign,changed,387.2581
1290,387.9266,TokensAlign,the,388.0316
1291,388.0316,TokensAlign,orders,388.4416
1292,388.4416,TokensAlign,haven,388.6916
1293,388.6916,TokensAlign,t,388.7316
1294,388.7316,TokensAlign,changed,389.2914
1296,389.4959,TokensAlign,said,389.6809
1297,389.6809,TokensAlign,the,389.7809
1298,389.7809,TokensAlign,lamplighter,390.4109
1299,390.4109,TokensAlign,that,390.5809
1300,390.5809,TokensAlign,that,390.7509
1301,390.7509,TokensAlign,s,390.8409
1302,390.8409,TokensAlign,the,390.9109
1303,390.9109,TokensAlign,tragedy,391.4501
1305,391.8042,TokensAlign,every,392.4292
1306,392.4292,TokensAlign,year,392.6892
1307,392.6892,TokensAlign,the,392.8092
1308,392.8092,TokensAlign,planet,393.1892
1309,393.1892,TokensAlign,has,393.3692
1310,393.3692,TokensAlign,turned,393.6592
1311,393.6592,TokensAlign,faster,394.1392
1312,394.1392,TokensAlign,and,394.2692
1313,394.2692,TokensAlign,faster,394.7583
1315,394.9778,TokensAlign,and,395.0928
1316,395.0928,TokensAlign,the,395.1928
1317,395.1928,TokensAlign,orders,395.5628
1318,395.5628,TokensAlign,haven,395.8028
1319,395.8028,TokensAlign,t,395.8328
1320,395.8328,TokensAlign,changed,396.4023
1322,397.1755,TokensAlign,so,397.3205
1323,397.3205,TokensAlign,what,397.6805
1324,397.6805,TokensAlign,then,397.9703
1326,398.2098,TokensAlign,said,398.3948
1327,398.3948,TokensAlign,the,398.4548
1328,398.4548,TokensAlign,little,398.7048
1329,398.7048,TokensAlign,prince,399.1744
1331,400.0124,TokensAlign,so,400.1874
1332,400.1874,TokensAlign,now,400.4274
1333,400.4274,TokensAlign,that,400.5474
1334,400.5474,TokensAlign,it,400.6874
1335,400.6874,TokensAlign,spins,401.0874
1336,401.0874,TokensAlign,round,401.4774
1337,401.4774,TokensAlign,once,401.7874
1338,401.7874,TokensAlign,every,402.0174
1339,402.0174,TokensAlign,minute,402.3674
1340,402.3674,TokensAlign,i,402.4374
1341,402.4374,TokensAlign,no,402.5974
1342,402.5974,TokensAlign,longer,402.9974
1343,402.9974,TokensAlign,have,403.2574
1344,403.2574,TokensAlign,a,403.3174
1345,403.3174,TokensAlign,moment,403.7074
1346,403.7074,TokensAlign,s,403.7674
1347,403.7674,TokensAlign,rest,404.217
1349,404.8156,TokensAlign,once,405.1906
1350,405.1906,TokensAlign,every,405.4506
1351,405.4506,TokensAlign,minute,405.8306
1352,405.8306,TokensAlign,i,405.9506
1353,405.9506,TokensAlign,light,406.2706
1354,406.2706,TokensAlign,the,406.3606
1355,406.3606,TokensAlign,lamp,406.7306
1356,406.7306,TokensAlign,and,406.8506
1357,406.8506,TokensAlign,put,407.0606
1358,407.0606,TokensAlign,it,407.1606
1359,407.1606,TokensAlign,out,407.3406
1360,407.3406,TokensAlign,again,407.6549
1362,408.5328,TokensAlign,that,408.7278
1363,408.7278,TokensAlign,s,408.8178
1364,408.8178,TokensAlign,funny,409.1975
1366,409.7612,TokensAlign,where,409.9062
1367,409.9062,TokensAlign,you,410.1862
1368,410.1862,TokensAlign,live,410.5462
1369,410.5462,TokensAlign,a,410.6062
1370,410.6062,TokensAlign,day,410.9062
1371,410.9062,TokensAlign,only,411.1462
1372,411.1462,TokensAlign,lasts,411.6462
1373,411.6462,TokensAlign,a,411.6862
1374,411.6862,TokensAlign,minute,412.1557
1376,412.5548,TokensAlign,it,412.6698
1377,412.6698,TokensAlign,s,412.6998
1378,412.6998,TokensAlign,not,412.8398
1379,412.8398,TokensAlign,funny,413.1798
1380,413.1798,TokensAlign,at,413.3298
1381,413.3298,TokensAlign,all,413.6146
1383,413.9688,TokensAlign,said,414.1538
1384,414.1538,TokensAlign,the,414.2538
1385,414.2538,TokensAlign,lamplighter,415.1838
1386,415.1838,TokensAlign,we,415.2638
1387,415.2638,TokensAlign,we,415.3738
1388,415.3738,TokensAlign,ve,415.4638
1389,415.4638,TokensAlign,already,415.8138
1390,415.8138,TokensAlign,been,415.9738
1391,415.9738,TokensAlign,speaking,416.4138
1392,416.4138,TokensAlign,for,416.5938
1393,416.5938,TokensAlign,a,416.6338
1394,416.6338,TokensAlign,month,417.0022
1396,417.6208,TokensAlign,a,417.6858
1397,417.6858,TokensAlign,month,418.1806
1399,418.7842,TokensAlign,yes,419.1691
1401,419.3735,TokensAlign,thirty,419.6385
1402,419.6385,TokensAlign,minutes,420.0684
1404,420.2679,TokensAlign,thirty,420.5329
1405,420.5329,TokensAlign,days,420.9778
1407,421.2521,TokensAlign,good,421.3771
1408,421.3771,TokensAlign,evening,421.7469
1410,422.3205,TokensAlign,and,422.4455
1411,422.4455,TokensAlign,he,422.5755
1412,422.5755,TokensAlign,lit,422.7455
1413,422.7455,TokensAlign,his,422.9055
1414,422.9055,TokensAlign,lamp,423.1655
1415,423.1655,TokensAlign,again,423.5053
1417,424.6726,TokensAlign,the,424.7576
1418,424.7576,TokensAlign,little,425.0176
1419,425.0176,TokensAlign,prince,425.4776
1420,425.4776,TokensAlign,watched,425.8176
1421,425.8176,TokensAlign,him,426.1076
1422,426.1076,TokensAlign,and,426.3076
1423,426.3076,TokensAlign,felt,426.5776
1424,426.5776,TokensAlign,that,426.6776
1425,426.6776,TokensAlign,he,426.8076
1426,426.8076,TokensAlign,loved,427.1776
1427,427.1776,TokensAlign,this,427.4176
1428,427.4176,TokensAlign,lamplighter,427.9876
1429,427.9876,TokensAlign,who,428.0976
1430,428.0976,TokensAlign,was,428.2476
1431,428.2476,TokensAlign,so,428.4576
1432,428.4576,TokensAlign,faithful,429.0176
1433,429.0176,TokensAlign,to,429.1476
1434,429.1476,TokensAlign,his,429.2976
1435,429.2976,TokensAlign,orders,429.771
1437,430.2399,TokensAlign,he,430.5949
1438,430.5949,TokensAlign,remembered,431.1049
1439,431.1049,TokensAlign,the,431.1949
1440,431.1949,TokensAlign,sunsets,431.8449
1441,431.8449,TokensAlign,which,432.0249
1442,432.0249,TokensAlign,he,432.2149
1443,432.2149,TokensAlign,himself,432.7249
1444,432.7249,TokensAlign,had,432.8549
1445,432.8549,TokensAlign,gone,433.1149
1446,433.1149,TokensAlign,to,433.2049
1447,433.2049,TokensAlign,seek,433.5649
1448,433.5649,TokensAlign,in,433.6649
1449,433.6649,TokensAlign,the,433.7349
1450,433.7349,TokensAlign,past,434.2749
1451,434.2749,TokensAlign,by,434.4149
1452,434.4149,TokensAlign,moving,434.7949
1453,434.7949,TokensAlign,his,435.0349
1454,435.0349,TokensAlign,chair,435.3783
1456,436.0318,TokensAlign,he,436.1168
1457,436.1168,TokensAlign,wanted,436.4268
1458,436.4268,TokensAlign,to,436.5168
1459,436.5168,TokensAlign,help,436.7668
1460,436.7668,TokensAlign,his,436.9768
1461,436.9768,TokensAlign,friend,437.3614
1463,438.6136,TokensAlign,you,438.7486
1464,438.7486,TokensAlign,know,439.1836
1466,439.7622,TokensAlign,i,439.9172
1467,439.9172,TokensAlign,know,440.1572
