rms,f0,wordrate,freq,bottomup,topdown,pmi,mwe
0.0,0.0,0.0,0.0,0.0,-0.0005982523445400526,0.0,0.0
0.00067386426380425,0.6612337345461536,0.0008528528161333023,0.0071691166932316515,0.0016160217733630394,0.0029636944462263443,9.028739611832463e-08,0.0
0.02875918431522672,32.047197210501345,0.07174337717908695,0.6412462421640901,0.109589317450175,0.18755441331788816,0.0018890468174625086,0.0
0.09057274744760313,111.18624311095743,0.29750963130127617,2.5292495360210228,0.4425015017366653,0.6326177802516733,0.019657822656580764,0.0015512074282150216
0.12390407127255612,168.0208610149016,0.4661370903682575,3.5657674143278997,0.7971517235852812,0.8615156236014825,0.2596426565111621,0.0278643066782483
0.13105413819175624,193.2224781225297,0.5518451402484545,4.077056016657913,1.0235209019424565,1.0104038611887045,0.5369664771313927,0.042153656162041545
0.132557805205821,207.09473188882328,0.616233949466191,4.586459442350709,1.20618996795995,1.1165626670734747,0.4786041087392695,0.02849188513370665
0.13346922466966046,211.73209463729225,0.6565630709232002,4.7473364015695205,1.2650209436271391,1.2116239273788083,0.4330723923825848,0.012121547622431615
0.12502338819479902,205.4921976525016,0.6645949024539728,4.622519235809318,1.3695267884513112,1.2851446079380855,0.6629357608913355,0.002296843606020169
0.1305451897536464,197.3837065162797,0.5818568672617092,4.062980153721107,1.333996029976352,1.1635118190017248,0.5274246505406163,-0.0022990686185598397
0.14687523388732016,203.51919987906632,0.5194696392227635,3.893061855504557,1.2237565518779798,1.063700657898185,0.2362934210081383,-0.003737264848034896
0.14663624019281604,206.12824797956685,0.4777425021962246,3.6871355831597135,1.1454110355069906,0.9657735909843994,0.04060195340326121,-0.003421502426021806
0.13163674929158142,195.4352386922872,0.44796413385953693,3.17500329158209,0.9767512292976004,0.9115373491658594,-0.04808873761649948,-0.0024248291967026232
0.12106040931849316,191.55190130347503,0.4506692970815659,2.8900044558795,0.9701790627539852,0.9900544869235826,-0.07423380731590516,-0.0014407236399196436
0.11010860005393702,198.62782972447053,0.4699584622228606,3.234601761622538,1.1822258519289779,1.0047636654165162,-0.06841404148657865,-0.0007458325843660576
0.10253108585381447,196.83235132809472,0.4668849667056693,3.6105978882186065,1.187219377953444,0.8840546557458039,-0.04982619299180281,-0.00034481145137880113
0.09346006303854636,193.1121986288274,0.4032579331308275,3.1992732212271537,0.9838145059049008,0.7431855810335373,-0.03066005082174715,-0.0001449336445389297
0.09933599862449544,198.87885326247311,0.4330337963750512,3.1738739640712748,0.9385379575488504,0.8247486756251392,-0.016459766054879033,-5.6152245728893505e-05
0.12309107335378595,201.39501821100262,0.4967170745205943,3.6147538676835858,0.9739211869884136,0.9120550104757076,-0.00788149205857632,-2.0272261906909092e-05
0.1431688989229916,199.37885368165652,0.5020263513879207,3.4881802584826613,0.9914294524841156,0.8857676936046732,-0.0033636288732844404,0.0
0.14759575417322593,200.2638292315865,0.5094395539272258,3.5149962388364844,1.1180004756756774,1.0118574624944243,-0.0006659221433860088,0.0
0.148880478480249,205.1205200526586,0.5699658203239734,4.026450977454443,1.2917645232695572,1.2250587170055516,0.1328627763449959,0.0
0.14623802177979256,208.79382526299332,0.6218605569906104,4.661891180133777,1.4847683099860862,1.38224885519586,0.32982751427367885,0.0
0.12700207303662464,206.23603864223912,0.5991635129708756,4.7871684792402505,1.5179365504050863,1.3430171428265796,0.2816442996507165,0.0
0.1225620184454911,210.75324876422425,0.5248303126751759,4.142247823978802,1.300984578369376,1.1888883762224176,0.14221179294242434,0.0
0.12254515786906395,209.29917012439063,0.5097597529408715,3.818056785927285,1.2283392962246171,1.0890044516108213,0.042619165991669435,0.0
0.11975873247041995,201.48302387629158,0.4982113532731095,3.550141239731988,1.1240175840639497,1.0417976713347608,-0.00821910514661368,0.0
0.1176468731751661,196.4718770916316,0.505873692589998,3.416384934696929,1.0112346655407518,1.001669674952603,-0.02794318910199604,0.0
0.10669470395131728,208.1688292826736,0.49376944035662,3.429223939563077,0.996046566137576,0.9288735838417655,-0.02960028323487273,0.0
0.1304119568019676,220.55890437417526,0.5283371814148974,3.8168779737186194,1.140918478038402,1.0051077735574487,-0.02280900491105289,0.0
0.12453884667856205,205.41448544682444,0.4957767900617589,3.5684352866346587,1.1794106164589826,1.025636482626811,-0.014422607828839619,0.0
0.09871017839560607,187.24734323377842,0.42765270462137056,3.0325646348087343,1.0158290062414697,0.925426748012336,-0.007852936621383167,0.0
0.0890861009005452,189.6491167225193,0.4068260008732359,3.0396467920165686,0.918345596062935,0.8072392213565128,-0.003357814024147877,0.0
0.08647456094105123,209.6499715614917,0.3555938032204665,2.76355218866705,0.8648004794551349,0.6890608535510219,0.0855548511505021,0.0
0.0905348485647154,216.81601707307306,0.3967806040407702,3.2373197963791016,0.9742921056296944,0.8583245976172089,0.3752397923788538,0.0
0.09721439797557556,213.78917482443214,0.4498554081837696,3.7635257981478976,1.1328654857424498,1.0404834335935575,0.7209180830638771,0.0
0.12406974936141875,208.62245079711343,0.4939217296034454,3.873125255810812,1.1391065796720157,1.1481888426955975,0.6810077963019722,0.0
0.13623443749206454,196.4014096866551,0.5246966817367253,3.755901047715932,1.2319275061339,1.146457842183464,0.4320927024869403,0.002739528491298619
0.14421620449757738,190.59478736701683,0.4777380857650642,3.3443403773222418,1.107866621864062,1.0077879656126474,0.1765926139774426,0.03084872449310503
0.17378806857076914,194.53303990895282,0.5026275479910989,3.5555125025305903,0.9424797224887788,1.0051377002391062,0.01608081985880626,0.04162130988545045
0.19288829749046574,200.42147578103456,0.5848083730607947,4.0674246104579135,0.9173731985163084,1.183279390573575,-0.0558523320809018,0.02666603498678155
0.17993009603993715,206.61262880922774,0.5411566646435529,3.5478506375868766,1.094488262075116,1.1043089290395418,-0.07243283292617367,0.010834612595893705
0.18370851366270569,213.09368672137052,0.47651446338806897,3.0858707219834853,1.1087341166905105,1.0432283758205991,-0.03918736125318812,0.0016428237008782676
0.176804015105807,205.6804822442434,0.4593215295257839,3.1740906549047856,1.1346690373498582,1.001327044467124,0.05607800252436186,-0.0025582320088630307
0.15582521938652816,189.20471732362003,0.4410946231847091,3.152127124691144,1.1499310693005973,0.8644783808049299,0.16317184357600029,-0.003764630310917311
0.1392370477402959,177.87682882915576,0.4766771791539833,3.5467701572753008,1.1515920271584004,0.9645297944989559,0.19735225009342366,-0.003337591347713129
0.1437789852606953,183.03566758457717,0.5201031725011616,3.658167662149285,1.1030056940771624,1.1194063980869695,0.12465504431206513,-0.002318286114325795
0.1458682920922573,192.53597122635796,0.5301124382744387,3.3931585424658306,0.933442016684048,1.1501586507953825,0.04720024556375932,-0.0013566599864407024
0.1407860803837722,197.52675431993637,0.5118767635228674,3.305891763814726,0.8006183809780466,1.0576496356597094,0.002194045088365678,-0.0006937448371864392
0.1365773354007555,198.1830847452914,0.4657552789173872,2.943427462145813,0.6830558310150112,0.8917103501716774,-0.01704819901273986,-0.00031746158819932524
0.1151001042965594,191.49402476520737,0.455979668126688,2.657833919118839,0.6230312756331059,0.8130296163536157,-0.02139260963435829,-0.00013228031233752704
0.09271230645500736,177.75868029343658,0.41361035177005945,2.2462748306502527,0.902087126574852,0.6793146287180698,-0.017500131562111432,-5.086641551050802e-05
0.1048322901480462,176.66113385293468,0.3923924823272689,2.4869298596784604,1.0281399777229596,0.6715426249368099,0.09699580878708612,0.0027212843653210824
0.1230500564833597,182.77490017645084,0.4966681213528377,3.569942516616328,0.9844520501405204,0.9082230117921192,0.3702661082073014,0.03084872449310503
0.12334215929334715,185.74521241084847,0.5834056903095929,4.21572625503077,1.2770861766024515,1.1670910375686958,0.41166483727401576,0.04162130988545045
0.12133611452547324,193.05552775608288,0.5726343317678032,4.345823917387161,1.5411632158430637,1.2153581476343898,0.3602784229409003,0.02666603498678155
0.11514004971714208,208.07136513671088,0.4744511518791778,3.7188113684186033,1.3878716657014407,1.0160318650285576,0.2330213895921015,0.010834612595893705
0.13380588529125706,212.5059829202848,0.389026824867376,3.010014337540328,1.0211528488473405,0.8110339941591069,0.09070154727524248,0.0016428237008782676
0.15371720445561027,198.23943649601085,0.3943080119186135,2.714848742134538,0.9307232039001871,0.8311433653749903,0.0011211692396932325,-0.0025582320088630307
0.14627297954066953,192.75995162800788,0.4350093254428391,2.801552650765752,0.9562712834705376,0.9284534028744599,-0.0364354370579257,-0.003764630310917311
