rms,f0O,wordrateO,freqO,topdownO,bottomupO
-0.09564406247915998,-148.30918614862833,-0.21829415245016281,0.631344623095048,0.0021136511442135324,-0.1007492007178046
-0.09501221149762573,-147.30686636805413,-0.21799805759695257,0.6337249160920758,0.004931446730542734,-0.1024376514551402
-0.07745242124918525,-120.80143708468344,-0.18188827050347212,0.49000290197069574,0.020344790396547185,-0.16302951808967808
-0.036167937175677976,-62.787204485102066,-0.049697102675277605,-0.06936888958672172,-0.06484749200417905,-0.2578647134038121
0.002270747813803861,-11.517165002753444,0.04307366189115086,-0.43296321211062994,-0.15094513682020838,-0.24530703926820152
0.04694575005174266,3.361617840153201,0.05628733915296569,-0.6557944799208735,-0.11871355311328702,-0.20220010500513053
0.047491380422698445,9.805574555932822,-0.022889030585796666,-0.5924647542743813,-0.04010750358080262,0.08790254853963941
0.010076353213378866,14.749574752234821,-0.0628098091600573,-0.2542226861679029,0.10123644300875456,0.2344552016263144
-0.017058901436972432,9.459391156284653,0.02038892298565753,-0.25118968357951443,0.17598752342428525,0.15406089688229807
-0.03300072474318211,4.637006189394356,0.08975055282776401,-0.1746659163161901,0.09223918538026843,0.1119257473962354
-0.019030659493513916,-7.140160755376883,0.11008692843904605,-0.07757582199678748,-0.03125569356009272,0.031202633643381494
-0.0047950830562336205,-8.501900147793094,0.12387277046941847,0.040203474680214235,-0.11770312191744714,-0.01234905291171895
-0.009170466834292026,-13.415154419943434,0.11828721488879379,-0.0205489956818683,-0.10124840125672807,-0.0030663601442684207
-0.027941695376261316,-26.114987868081926,0.14869276863158154,0.05296250260229485,-0.049308666207202645,0.02679798969803837
-0.037368289450009265,-19.2891321277379,0.1602731805691463,0.2097386317418426,-0.08017620789044666,-0.011075130195535188
-0.03667474565043437,-6.078718419846979,0.16601216496526006,0.27931304697563153,-0.12686338252982043,-0.06290830980412587
-0.03859149287141334,7.5688615272471225,0.1501481200639188,0.44457797871587257,-0.03801195550420289,-0.009607784849052337
-0.042001174420026426,20.740020282477616,0.07585146680987609,0.3387495579526498,-0.010643138838092314,0.007320657849098744
-0.04473873328628859,36.474374649031176,-0.05196731677196664,0.10640449122547357,-0.07030486759463406,-0.007597923219645697
-0.03202273474047117,32.5756189233349,-0.07187399710912196,-0.0862962606875004,-0.03640745008284507,-0.11429451795826051
-0.01226521410429983,23.588867314359703,-0.0010799450260229881,-0.03512170463819597,0.01196685550762,-0.3224047926143935
-0.004752895938432505,17.43909524356016,0.03125230663730272,-0.05216419414490092,-0.05922976850376027,-0.24893614834972033
-0.008668726194189569,18.690712583491745,0.04147067223660772,-0.08287594637003792,-0.07592803651066427,0.02355332707465707
-0.016390540502198014,20.506721543312494,0.05064883657180652,0.016383212645886935,-0.09492009086107023,0.05955697123343873
-0.007336406718693303,10.606094040172536,0.044515394162107036,0.1924295185326983,-0.09922247928777195,-0.043083760389338144
0.010188874240043624,-5.255526432364377,-0.011054078544517565,0.18306344952090736,-0.08970169767693636,-0.0951297892839491
0.021815636842516667,-10.490334634382265,-0.06431855364335021,0.06374193088725866,-0.05944789354792912,-0.04450684503060143
0.028675245801630972,-10.586745705225724,-0.08967611536937697,-0.09805017056481091,-0.10145618294960701,-0.01705529267655126
0.013776307830698345,-0.14274839792773264,-0.10213786960326898,-0.22195790191962006,-0.108627375308057,-0.014733298429021602
0.0008993729898218034,14.904179777568402,-0.08734897959712229,-0.0961205748488072,-0.0404505312903094,-0.03156145368308294
-0.01449397099033893,29.696063269009926,-0.0633549653136316,0.09990397336496226,0.1334145357531401,0.08600766452101327
-0.030073894682740937,26.827084136396962,-0.015058074767312413,0.2092168977293385,0.22237459126022496,0.19931155500361486
-0.042362304498424826,17.124452154802924,-0.00010843747043148833,0.19288827883777238,0.16487147880424524,0.13966527864344502
-0.044411634076024865,5.40984224258554,-0.03154384418819167,0.26193405418935756,0.11725563188090704,0.01964155860048078
-0.03171887591390707,-0.05520006590961657,-0.06337613511590706,0.33802824310519375,0.13201080428056522,-0.009007170875067416
-0.025898679869884852,8.941760198638264,-0.06025354914344405,0.282417175677931,0.0818684097912673,-0.03427219096028411
-0.011488111842048315,22.787736150288737,-0.09226227999507852,0.15355848379842074,0.022043449375438673,-0.09106276362061838
0.0020256751153089197,31.905167353693855,-0.05211442738470251,0.09334172512753636,0.00825846268271857,-0.11026526811845605
-0.0006659245705890465,30.157127033154353,-0.006125839440166314,0.032078097791115034,-0.022999590830109606,-0.0773909159918641
0.003544003611723759,27.664657854587432,-0.07879329544158864,-0.0026599846839290286,-0.032040843245175754,-0.020891743970862353
-0.002193563158060907,22.82510694915021,-0.10800202557612104,-0.0853997338166721,-0.023295825191022246,0.012404502897564562
0.0005764674176834822,4.172748272359655,-0.02785914993066968,-0.20997992743988947,-0.09170045882834699,-0.017608049462627506
-0.001481690657975196,-8.522644797998339,0.05323833101761205,-0.13272709839808483,-0.1339184420868983,-0.09098178847885208
-0.0002260336459912332,-1.4689226516441067,0.059350824907127175,-0.06858494522561509,-0.14293800001217516,-0.1666124718840597
0.010339760746936752,-4.175360675470358,0.05377326690023859,0.043672758973074544,-0.11868270452483398,-0.30548675166094763
0.020740780027660152,-17.889541663190954,0.044875309325535406,0.2665985757986551,-0.14984455697614052,-0.31845702689424815
0.03351216233430003,-24.475354687306407,0.00350022124964261,0.20988821992284823,-0.133123006330918,-0.0540209094281372
0.03337236746518736,-26.193685484370775,0.01072159392039107,-0.10782248125472682,-0.05257500498976264,0.10118961436447227
0.021144805611079023,-28.147474092208427,0.05893430910171071,-0.1603838547964549,0.0071051809964530754,0.2067185759137995
-0.0015233984142138113,-22.18761616570285,0.08878022849178879,-0.15282151157184298,0.05862337385675653,0.20109182183164065
-0.022967536055839385,-19.443884480507478,0.12980231506424256,-0.39129249478066974,0.11354825598813023,0.15341601840111108
-0.029909992285641604,-15.604705748359095,0.13182077643501744,-0.5717510441227924,0.06293520534794195,0.05916933629734711
-0.012626145741301442,-12.196076702063067,0.08797874777317649,-0.542923336778729,-0.004024738221171775,-0.0738138351105524
0.016594439695957863,-9.58743389518682,0.02065525230252918,-0.4519344657113029,-0.02669513424002512,-0.16236162957553035
0.02826615854804014,-14.37719199316416,0.016353843083651065,-0.6581563590959192,-0.11973613606239253,-0.042697648648717834
0.004401852840143716,-17.177743800797572,-0.016764462627004595,-0.4651059211426358,-0.15992696993501843,0.10023653763767126
-0.013475593143969497,-15.897019503347536,-0.06872710466070608,-0.11102082012958903,-0.04691786433545719,0.14004462028525566
-0.022137070598306455,-7.575516162637598,-0.027386043531341053,-0.3643564079374566,0.026234009769950162,0.11861926230232611
-0.03235980438114726,9.212768827580078,0.016443471360970185,-0.7035577070547276,0.006884321046150221,0.056131926017010336
-0.03346420191770171,3.356380284890662,0.03367156003361521,-0.5721772334648354,0.04670238979097485,0.1414875587231219
-0.03513871627286569,-8.942737189340704,0.014666956261173092,-0.006433771799176036,0.019433004172927593,0.23856504154153357
-0.03655246680118159,-9.804635020921637,-0.030579069952029303,0.16694042168680578,0.00041634574159843396,0.15697258017244553
-0.03140916123912399,-4.0306828684595075,-0.023674790387763767,-0.10445463965014135,0.009770643559324221,0.033229395256970884
-0.0152987529138561,-6.312682166986406,0.05259092570341589,-0.34064068512782786,-0.010906334802373463,-0.1654277696287203
-0.001335541818758182,-12.790242553842944,0.10976726120813263,-0.08144716082094972,0.00042637836365466697,-0.08316472670287256
-0.0002592786169879069,-10.32725437669859,0.12093178117281167,0.2629056997534205,0.052623142438548154,0.013946364486688179
-0.003590955840649654,-8.721681608017661,0.13572655711784504,0.18381397245500164,-0.024745884687173536,-0.03318313771813286
-0.016990292592370226,-6.0967502859609795,0.04163844051574328,0.11748566771646773,-0.07739395964667017,0.07616902411203919
-0.016289527329680267,-4.5770447915044485,-0.07347659229056636,0.21104942896907586,-0.019956068352242062,0.02881528090345209
0.003332864435539429,-6.2252442680918705,-0.08078764498644725,0.12200813173857039,-0.026213152149763275,-0.030408222608271696
0.028291680759228527,-6.608876792945608,-0.02549379715398714,0.08921333474401916,-0.04633613522376334,0.027945316539412235
0.02962534140253935,-3.6518943833588366,0.011330722516647629,0.212037201078362,-0.0006460440600344342,0.1315729266130543
0.015646787909924686,-7.069443596985053,0.03463250025413672,0.5304881836550233,0.08223779600110936,0.2361425164580626
0.0030988298824706634,-24.059797367719966,0.07603285244339697,0.3653692031044842,0.07409484366062191,0.11672130932798375
-0.0034836893906615013,-24.28450810978947,0.07901527213002946,-0.14753577561387665,0.08857488151246562,0.034141508165381085
-0.004567578997300037,-20.143697857306393,0.04709357573628509,-0.2754771300308332,0.10387521596549387,-0.00836084216428068
0.0013427912083957827,-23.008153351824973,0.04296981130665378,-0.20778630827925637,-0.016326311103730506,-0.005362882875197927
0.015561418632096743,-20.564097093293213,0.06793501201349317,-0.2666697384881602,-0.07715761747557348,-0.09345309013948011
0.01520911596865962,-8.951091476730994,0.08578856248389605,-0.37687807296747033,-0.04162452639153913,-0.020039317744363627
-0.0018980957165519036,-4.383423958855587,0.05615266156460608,-0.5982012164321109,0.007596383881882662,0.12021815648278777
-0.0164893257222513,-3.0144769488140923,-0.0204999980602536,-0.497110656524153,0.14086187633019498,0.05897229876477994
-0.002060556153932136,-5.219419872421042,-0.058880765211482444,-0.0998288325707235,0.18733729472618688,0.016704942428974023
0.014860949584228192,-8.095758369146637,-0.045198857301503026,0.09376449923233388,0.1540103551064519,0.04227515562481321
0.010921407428585467,3.5845373235241595,-0.04994021303544227,0.2581078143493274,0.07858125902756818,0.03126600863369133
0.010822734291723354,10.494468257417282,-0.06388090155968379,-0.06007711590395459,-0.021115416986820734,-0.08728022400325397
0.007686438893269296,-0.07566877888200452,-0.0381683365836058,-0.587951891650059,-0.1037722147309601,-0.10969626443541214
-0.0038616112659292517,-13.463458295431309,-0.018278641860116962,-0.5783061815286268,-0.048856647911927786,-0.08887265391438448
-0.01517999024641542,-18.704666796926773,0.015361989558249411,-0.5059331779985006,0.021425286701260204,-0.021131292680215186
-0.01276899887485862,-19.39004697370308,0.06229725203726966,-0.7726034520110208,0.045161723918516916,-0.11089230004699735
-0.019556993205445586,-21.327640753389147,0.07263456611418234,-0.9538477103022687,0.03496114306286002,-0.04684363185513263
-0.03921064688013553,-3.5842078009946476,0.008049289885320943,-0.678518024895665,0.04661771356151201,0.19534575888050743
-0.03239770436412183,21.310813147411892,-0.05003414244850313,-0.21906678116610312,0.18819466898187764,0.1951160732256476
-0.013056546313986159,26.26315846378455,-0.01194483566947363,0.1567973596223733,0.1919121525167531,-0.004237498187920075
0.011374815835665741,21.83001848238945,-0.011980079627865792,0.3326448787275975,0.018529146162686194,-0.0980676431727141
0.0192418468523491,9.535841916816253,-0.02609792088625612,0.39076824725499026,-0.055942469410101836,-0.08442677428667722
0.011141189636810059,2.1702850816753596,-0.038881562374812384,0.06250463579275634,-0.016388454462982094,-0.07251030728365704
